Column1;hour;light;temperature;soil_capacitance;delta_soil;was_watered;hours_since_last_watering;drying_too_fast;forgot_to_water;insufficient_watering;hour_of_day;is_day;rolling_avg_light_6h;rolling_avg_temp_6h;is_light_ok;light_hours_today;timestamp;date;soil_capacitance_in_6h;soil_capacitance_in_12h;needs_watering_now;needs_watering_in_6h;needs_watering_in_12h;too_dark_today;too_bright_now;dark_trend;worth_relocating;ok
732;5/30/2025 12:00;1101.7;29.8;58.5;21.299999999999997;1;0;0;0;0;12;1;591.52;25.8;1;12;2025-05-30 12:00:00;30.05.2025;29.7;44.7;0;1;1;0;1;0.0;1;0
733;5/30/2025 13:00;1281.0;28.6;57.9;-0.6000000000000014;0;1;0;0;0;13;1;776.02;27.07;1;12;2025-05-30 13:00:00;30.05.2025;41.4;51.2;0;1;0;0;1;0.0;1;0
734;5/30/2025 14:00;1150.9;28.2;47.2;-10.699999999999996;0;2;0;0;0;14;1;946.62;27.82;1;12;2025-05-30 14:00:00;30.05.2025;48.4;43.7;0;0;1;0;1;0.0;1;0
735;5/30/2025 15:00;1029.1;30.8;57.5;10.299999999999997;1;0;0;0;0;15;1;1008.07;28.28;1;12;2025-05-30 15:00:00;30.05.2025;48.5;51.7;0;0;0;0;1;0.0;1;0
736;5/30/2025 16:00;491.4;26.7;30.5;-27.0;0;1;1;0;0;16;1;948.55;28.45;1;12;2025-05-30 16:00:00;30.05.2025;47.1;55.3;1;0;0;0;1;0.0;1;0
737;5/30/2025 17:00;538.7;25.1;28.2;-2.3000000000000007;0;2;1;0;0;17;1;932.13;28.2;1;12;2025-05-30 17:00:00;30.05.2025;37.7;57.0;1;1;0;0;1;0.0;1;0
738;5/30/2025 18:00;546.6;26.3;29.7;1.5;0;3;1;0;0;18;1;839.62;27.62;1;12;2025-05-30 18:00:00;30.05.2025;44.7;56.5;1;1;0;0;1;0.0;1;0
739;5/30/2025 19:00;142.1;21.8;41.4;11.7;1;0;0;0;0;19;0;649.8;26.48;0;12;2025-05-30 19:00:00;30.05.2025;51.2;35.7;1;0;1;0;0;0.0;0;1
740;5/30/2025 20:00;125.0;24.9;48.4;7.0;1;0;0;0;1;20;0;478.82;25.93;0;12;2025-05-30 20:00:00;30.05.2025;43.7;48.2;0;1;0;0;0;0.0;0;0
741;5/30/2025 21:00;127.8;21.5;48.5;0.10000000000000142;0;1;0;0;0;21;0;328.6;24.38;0;12;2025-05-30 21:00:00;30.05.2025;51.7;27.4;0;0;1;0;0;0.0;0;1
742;5/30/2025 22:00;63.4;24.0;47.1;-1.3999999999999986;0;2;0;0;0;22;0;257.27;23.93;0;12;2025-05-30 22:00:00;30.05.2025;55.3;36.7;0;0;1;0;0;0.0;0;1
743;5/30/2025 23:00;151.0;21.6;37.7;-9.399999999999999;0;3;0;0;0;23;0;192.65;23.35;0;12;2025-05-30 23:00:00;30.05.2025;57.0;30.3;1;0;1;0;0;0.0;0;1
744;5/31/2025 0:00;124.2;23.1;44.7;7.0;1;0;0;0;1;0;0;122.25;22.82;0;11;2025-05-31 00:00:00;31.05.2025;56.5;48.3;1;0;0;0;0;0.0;0;0
745;5/31/2025 1:00;0.1;23.0;51.2;6.5;1;0;0;0;1;1;0;98.58;23.02;0;11;2025-05-31 01:00:00;31.05.2025;35.7;45.8;0;1;1;1;0;0.0;0;0
746;5/31/2025 2:00;5.1;20.3;43.7;-7.5;0;1;0;0;0;2;0;78.6;22.25;0;11;2025-05-31 02:00:00;31.05.2025;48.2;47.8;1;0;0;1;0;0.0;0;0
747;5/31/2025 3:00;5.3;22.3;51.7;8.0;1;0;0;0;1;3;0;58.18;22.38;0;11;2025-05-31 03:00:00;31.05.2025;27.4;41.1;0;1;1;1;0;0.0;0;0
748;5/31/2025 4:00;5.1;21.6;55.3;3.5999999999999943;1;0;0;0;1;4;0;48.47;21.98;0;11;2025-05-31 04:00:00;31.05.2025;36.7;39.2;0;1;1;1;0;0.0;0;0
749;5/31/2025 5:00;5.2;22.6;57.0;1.7000000000000028;0;1;0;0;0;5;0;24.17;22.15;0;11;2025-05-31 05:00:00;31.05.2025;30.3;33.6;0;1;1;1;0;0.0;0;0
750;5/31/2025 6:00;6.6;21.1;56.5;-0.5;0;2;0;0;0;6;1;4.57;21.82;0;11;2025-05-31 06:00:00;31.05.2025;48.3;38.9;0;0;1;1;0;0.0;0;0
751;5/31/2025 7:00;65.7;21.0;35.7;-20.799999999999997;0;3;0;0;0;7;1;15.5;21.48;0;11;2025-05-31 07:00:00;31.05.2025;45.8;43.1;1;1;1;1;0;0.0;0;0
752;5/31/2025 8:00;135.0;22.2;48.2;12.5;1;0;0;0;0;8;1;37.15;21.8;1;11;2025-05-31 08:00:00;31.05.2025;47.8;37.4;0;0;1;1;0;0.0;0;0
753;5/31/2025 9:00;724.5;29.6;27.4;-20.800000000000004;0;1;0;0;0;9;1;157.02;23.02;1;11;2025-05-31 09:00:00;31.05.2025;41.1;36.0;1;1;1;0;1;0.0;1;0
754;5/31/2025 10:00;573.5;28.6;36.7;9.300000000000004;1;0;0;0;1;10;1;251.75;24.18;1;11;2025-05-31 10:00:00;31.05.2025;39.2;43.2;1;1;1;0;1;0.0;1;0
755;5/31/2025 11:00;888.9;26.3;30.3;-6.400000000000002;0;1;0;0;0;11;1;399.03;24.8;1;11;2025-05-31 11:00:00;31.05.2025;33.6;42.3;1;1;1;0;1;0.0;1;0
756;5/31/2025 12:00;996.9;28.5;48.3;17.999999999999996;1;0;0;0;0;12;1;564.08;26.03;1;11;2025-05-31 12:00:00;31.05.2025;38.9;45.2;0;1;1;0;1;0.0;1;0
757;5/31/2025 13:00;1006.7;27.9;45.8;-2.5;0;1;0;0;0;13;1;720.92;27.18;1;11;2025-05-31 13:00:00;31.05.2025;43.1;51.8;1;1;0;0;1;0.0;1;0
758;5/31/2025 14:00;1205.1;28.2;47.8;2.0;0;2;0;0;0;14;1;899.27;28.18;1;11;2025-05-31 14:00:00;31.05.2025;37.4;58.5;0;1;0;0;1;0.0;1;0
759;5/31/2025 15:00;1085.5;30.5;41.1;-6.699999999999996;0;3;0;0;0;15;1;959.43;28.33;1;11;2025-05-31 15:00:00;31.05.2025;36.0;44.5;1;1;1;0;1;0.0;1;0
760;5/31/2025 16:00;715.1;29.0;39.2;-1.8999999999999986;0;4;0;0;0;16;1;983.03;28.4;1;11;2025-05-31 16:00:00;31.05.2025;43.2;53.3;1;1;0;0;1;0.0;1;0
761;5/31/2025 17:00;573.3;29.8;33.6;-5.600000000000001;0;5;1;0;0;17;1;930.43;28.98;1;11;2025-05-31 17:00:00;31.05.2025;42.3;54.3;1;1;0;0;1;0.0;1;0
762;5/31/2025 18:00;536.9;26.2;38.9;5.299999999999997;1;0;0;0;1;18;1;853.77;28.6;1;11;2025-05-31 18:00:00;31.05.2025;45.2;55.8;1;1;0;0;1;0.0;1;0
763;5/31/2025 19:00;151.4;22.4;43.1;4.200000000000003;1;0;0;0;1;19;0;711.22;27.68;0;11;2025-05-31 19:00:00;31.05.2025;51.8;36.5;1;0;1;0;0;0.0;0;0
764;5/31/2025 20:00;193.6;22.0;37.4;-5.700000000000003;0;1;0;0;0;20;0;542.63;26.65;0;11;2025-05-31 20:00:00;31.05.2025;58.5;45.1;1;0;1;0;0;0.0;0;1
765;5/31/2025 21:00;77.1;22.6;36.0;-1.3999999999999986;0;2;0;0;0;21;0;374.57;25.33;0;11;2025-05-31 21:00:00;31.05.2025;44.5;32.2;1;1;1;0;0;0.0;0;1
766;5/31/2025 22:00;88.4;22.5;43.2;7.200000000000003;1;0;0;0;1;22;0;270.12;24.25;0;11;2025-05-31 22:00:00;31.05.2025;53.3;38.6;1;0;1;0;0;0.0;0;0
767;5/31/2025 23:00;77.2;21.4;42.3;-0.9000000000000057;0;1;0;0;0;23;0;187.43;22.85;0;11;2025-05-31 23:00:00;31.05.2025;54.3;36.5;1;0;1;0;0;0.0;0;1
768;6/1/2025 0:00;133.8;21.4;45.2;2.9000000000000057;0;2;0;0;0;0;0;120.25;22.05;0;11;2025-06-01 00:00:00;1.06.2025;55.8;50.4;1;0;0;0;0;0.0;0;1
769;6/1/2025 1:00;8.1;22.2;51.8;6.599999999999994;1;0;0;0;1;1;0;96.37;22.02;0;11;2025-06-01 01:00:00;1.06.2025;36.5;55.3;0;1;0;1;0;0.0;0;0
770;6/1/2025 2:00;4.2;21.0;58.5;6.700000000000003;1;0;0;0;1;2;0;64.8;21.85;0;11;2025-06-01 02:00:00;1.06.2025;45.1;51.0;0;1;0;1;0;0.0;0;0
771;6/1/2025 3:00;1.3;22.6;44.5;-14.0;0;1;0;0;0;3;0;52.17;21.85;0;11;2025-06-01 03:00:00;1.06.2025;32.2;49.8;1;1;0;1;0;0.0;0;0
772;6/1/2025 4:00;5.8;22.6;53.3;8.799999999999997;1;0;0;0;1;4;0;38.4;21.87;0;11;2025-06-01 04:00:00;1.06.2025;38.6;28.9;0;1;1;1;0;0.0;0;0
773;6/1/2025 5:00;5.2;21.0;54.3;1.0;0;1;0;0;0;5;0;26.4;21.8;0;11;2025-06-01 05:00:00;1.06.2025;36.5;25.4;0;1;1;1;0;0.0;0;0
774;6/1/2025 6:00;3.6;22.7;55.8;1.5;0;1;0;0;0;6;1;4.7;22.02;0;11;2025-06-01 06:00:00;1.06.2025;50.4;29.4;0;0;1;1;0;0.0;0;0
775;6/1/2025 7:00;94.3;22.2;36.5;-19.299999999999997;0;2;0;0;0;7;1;19.07;22.02;0;11;2025-06-01 07:00:00;1.06.2025;55.3;35.4;1;0;1;1;0;0.0;0;0
776;6/1/2025 8:00;159.4;22.3;45.1;8.600000000000001;1;0;0;0;1;8;1;44.93;22.23;1;11;2025-06-01 08:00:00;1.06.2025;51.0;40.9;1;0;1;1;0;0.0;0;0
777;6/1/2025 9:00;506.9;25.9;32.2;-12.899999999999999;0;1;0;0;0;9;1;129.2;22.78;1;11;2025-06-01 09:00:00;1.06.2025;49.8;48.7;1;0;0;0;1;0.0;1;0
778;6/1/2025 10:00;479.9;29.7;38.6;6.399999999999999;1;0;0;0;1;10;1;208.22;23.97;1;11;2025-06-01 10:00:00;1.06.2025;28.9;44.2;1;1;1;0;1;0.0;1;0
779;6/1/2025 11:00;590.4;29.9;36.5;-2.1000000000000014;0;1;0;0;0;11;1;305.75;25.45;1;11;2025-06-01 11:00:00;1.06.2025;25.4;44.7;1;1;1;0;1;0.0;1;0
780;6/1/2025 12:00;1242.3;29.9;50.4;13.899999999999999;1;0;0;0;0;12;1;512.2;26.65;1;11;2025-06-01 12:00:00;1.06.2025;29.4;38.4;0;1;1;0;1;0.0;1;0
781;6/1/2025 13:00;1162.8;27.2;55.3;4.899999999999999;1;0;0;0;1;13;1;690.28;27.48;1;11;2025-06-01 13:00:00;1.06.2025;35.4;44.5;0;1;1;0;1;0.0;1;0
782;6/1/2025 14:00;1236.6;30.8;51.0;-4.299999999999997;0;1;0;0;0;14;1;869.82;28.9;1;11;2025-06-01 14:00:00;1.06.2025;40.9;53.1;0;1;0;0;1;0.0;1;0
783;6/1/2025 15:00;928.8;30.2;49.8;-1.2000000000000028;0;2;0;0;0;15;1;940.13;29.62;1;11;2025-06-01 15:00:00;1.06.2025;48.7;46.58;0;0;1;0;1;0.0;1;0
784;6/1/2025 16:00;548.4;28.9;28.9;-20.9;0;3;1;0;0;16;1;951.55;29.48;1;11;2025-06-01 16:00:00;1.06.2025;44.2;46.44;1;1;1;0;1;0.0;1;0
785;6/1/2025 17:00;699.5;29.0;25.4;-3.5;0;4;1;0;0;17;1;969.73;29.33;1;11;2025-06-01 17:00:00;1.06.2025;44.7;46.07;1;1;1;0;1;0.0;1;0
786;6/1/2025 18:00;871.0;28.1;29.4;4.0;1;0;1;0;1;18;1;907.85;29.03;1;11;2025-06-01 18:00:00;1.06.2025;38.4;46.47;1;1;1;0;1;0.0;1;0
787;6/1/2025 19:00;102.0;23.2;35.4;6.0;1;0;0;0;1;19;0;731.05;28.37;0;11;2025-06-01 19:00:00;1.06.2025;44.5;48.84;1;1;0;0;0;0.0;0;0
788;6/1/2025 20:00;70.2;23.7;40.9;5.5;1;0;0;0;1;20;0;536.65;27.18;0;11;2025-06-01 20:00:00;1.06.2025;53.1;51.12;1;0;0;0;0;0.0;0;0
789;6/1/2025 21:00;126.1;22.4;48.7;7.800000000000004;1;0;0;0;1;21;0;402.87;25.88;0;11;2025-06-01 21:00:00;1.06.2025;46.58;45.69;0;1;1;0;0;0.0;0;0
790;6/1/2025 22:00;157.0;23.9;44.2;-4.5;0;1;0;0;0;22;0;337.63;25.05;0;11;2025-06-01 22:00:00;1.06.2025;46.44;48.02;1;1;0;0;0;0.0;0;1
791;6/1/2025 23:00;64.8;23.2;44.7;0.5;0;2;0;0;0;23;0;231.85;24.08;0;11;2025-06-01 23:00:00;1.06.2025;46.07;47.61;1;1;0;0;0;0.0;0;1
792;6/2/2025 0:00;121.2;22.8;38.4;-6.300000000000004;0;3;0;0;0;0;0;106.88;23.2;0;13;2025-06-02 00:00:00;2.06.2025;46.47;49.47;1;1;0;1;0;1.0;0;0
793;6/2/2025 1:00;1.5;22.8;44.5;6.100000000000001;1;0;0;0;1;1;0;90.13;23.13;0;13;2025-06-02 01:00:00;2.06.2025;48.84;46.43;1;0;1;1;0;1.0;0;0
794;6/2/2025 2:00;2.8;22.6;53.1;8.600000000000001;1;0;0;0;1;2;0;78.9;22.95;0;13;2025-06-02 02:00:00;2.06.2025;51.12;45.7;0;0;1;1;0;1.0;0;0
795;6/5/2025 3:00;232.99;27.93;46.58;-6.520000000000003;0;1;1;0;0;3;0;250.0;27.93;0;13;2025-06-05 03:00:00;5.06.2025;45.69;49.7;1;1;0;0;0;1.0;0;0
796;6/5/2025 4:00;206.0;28.07;46.44;-0.14000000000000057;0;2;1;0;0;4;0;250.0;28.07;0;13;2025-06-05 04:00:00;5.06.2025;48.02;49.85;1;0;0;0;0;1.0;0;0
797;6/5/2025 5:00;139.86;29.5;46.07;-0.36999999999999744;0;3;1;0;0;5;0;250.0;29.5;0;13;2025-06-05 05:00:00;5.06.2025;47.61;48.24;1;0;0;0;0;1.0;0;0
798;6/5/2025 6:00;239.46;29.03;46.47;0.3999999999999986;0;4;1;0;0;6;1;250.0;29.03;1;13;2025-06-05 06:00:00;5.06.2025;49.47;48.81;1;0;0;0;0;1.0;0;0
799;6/5/2025 7:00;254.62;27.21;48.84;2.3700000000000045;0;5;1;0;0;7;1;250.0;27.21;1;13;2025-06-05 07:00:00;5.06.2025;46.43;49.06;0;1;0;0;0;1.0;0;0
800;6/5/2025 8:00;379.23;27.43;51.12;2.279999999999994;0;6;1;0;0;8;1;250.0;27.43;1;13;2025-06-05 08:00:00;5.06.2025;45.7;48.63;0;1;0;0;0;1.0;0;0
801;6/5/2025 9:00;360.71;28.92;45.69;-5.43;0;7;1;0;0;9;1;250.0;28.92;1;13;2025-06-05 09:00:00;5.06.2025;49.7;47.43;1;0;0;0;0;1.0;0;0
802;6/5/2025 10:00;147.47;28.02;48.02;2.3300000000000054;0;8;1;0;0;10;1;250.0;28.02;1;13;2025-06-05 10:00:00;5.06.2025;49.85;46.51;0;0;1;0;0;1.0;0;0
803;6/5/2025 11:00;348.93;27.33;47.61;-0.4100000000000037;0;9;1;0;0;11;1;250.0;27.33;1;13;2025-06-05 11:00:00;5.06.2025;48.24;48.89;0;0;0;0;0;1.0;0;0
804;6/5/2025 12:00;126.15;28.26;49.47;1.8599999999999994;0;10;1;0;0;12;1;250.0;28.26;1;13;2025-06-05 12:00:00;5.06.2025;48.81;47.28;0;0;0;0;0;1.0;0;0
805;6/5/2025 13:00;141.99;28.02;46.43;-3.039999999999999;0;11;1;0;0;13;1;250.0;28.02;1;13;2025-06-05 13:00:00;5.06.2025;49.06;48.75;1;0;0;0;0;1.0;0;0
806;6/5/2025 14:00;275.54;27.67;45.7;-0.7299999999999969;0;12;1;0;0;14;1;250.0;27.67;1;13;2025-06-05 14:00:00;5.06.2025;48.63;45.96;1;0;1;0;0;1.0;0;0
